,Country Code,Year,Ingresos,Electricidad,Contaminación,Crecimiento PBI,Crecimiento PBI per cápita,Desempleo Hombre,Desempleo mujeres,Gasto PBI,Importaciones,Migracion neta,Desempleados con educación avanzada,Tasa de cambio,Pobreza,Mortalidad
5960,IMN,1982,,,,,,6.3,,,,234.0,,0.572446832333333,,16.064
5961,IND,1982,,,,3.4757332396996077,1.1625921739020413,,,11.95987281861206,14786000000.0,-26106.0,,9.45513193348639,,13.044
5962,INX,1982,,,,,,,,,,,,,,
5963,IRL,1982,,,,2.2834683536720632,1.321021350975272,,,45.57790158886393,9702000000.0,-13958.0,,0.704561636049961,,9.3
5964,IRN,1982,,,,23.17124553557923,17.306040731753214,,,22.999778058061832,11955000000.0,69511.0,,83.6226700245569,,10.995
5965,IRQ,1982,,,,3.433978030070193,0.5712360683131692,,,,21534000000.0,-22302.0,,1922.92537384858,,9.894
5966,ISL,1982,,,,,,,,24.32975331995393,944000000.0,606.0,,12.35153333275,,6.8
5967,ISR,1982,,,,,,4.16,,,9655000000.0,12199.0,,0.0242669999990818,,6.9
5968,ITA,1982,,,,0.4135856946279688,0.3392249899585096,6.05,,,87332000000.0,-43214.0,,1352.50999999808,,9.5
5969,JAM,1982,,,,2.069231624025676,0.5402854796798096,15.62,,,1381000000.0,-13950.0,,1.781419999,,7.663
5970,JOR,1982,,,,7.025943389084247,2.5919047686549845,,,,3240000000.0,16944.0,,0.352491665666667,,5.646
5971,JPN,1982,,,,3.2797427428672847,2.5658154192142604,2.4,,16.69639255154256,131499000000.0,-32081.0,,249.076666665833,,6.0
5972,KAZ,1982,,,,,,,,,,2273.0,,,,7.9
5973,KEN,1982,,,,1.5064782575770579,-2.140265484126843,,,,1644000000.0,-43402.0,,10.9223249994167,,8.937
5974,KGZ,1982,,,,,,,,,,-6398.0,,,,9.7
5975,KHM,1982,,,,,,,,,180000000.0,18479.0,,,,16.469
5976,KIR,1982,,,,0.8928571428571388,-0.8726116564097026,,,,14000000.0,-535.0,,0.985862832333333,,10.952
5977,KNA,1982,,,,0.547738044741152,0.9213205644662139,,,,44000000.0,-940.0,,2.7,,12.371
5978,KOR,1982,,,,8.33807808691536,6.676618914538238,5.49,,15.914716530567357,24251000000.0,35326.0,,731.1675,,6.2
5979,KWT,1982,,,,,,,,30.82594307505893,8282000000.0,30433.0,,0.287910999,,3.036
5980,LAC,1982,,,,0.27620204626275324,-1.8428584595800146,,,,71599999999.99998,-770690.0,,,,8.392060401882341
5981,LAO,1982,,,,,,,,,132000000.0,-6191.0,,34.9999990650773,,16.408
5982,LBN,1982,,,,,,,,,3391000000.0,-12981.0,,4.74353333233333,,19.378
5983,LBR,1982,,,,,,,,,428000000.0,2536.0,,46.4387280455991,,19.641
5984,LBY,1982,,,,,,,,,7175000000.0,58493.0,,0.296052999,,6.263
5985,LCA,1982,,,,2.086342106456044,0.23786046934768024,,,,118000000.0,-1269.0,,2.7,,6.274
5986,LCN,1982,,,,-0.16015086885698793,-2.2429166001592336,,,,107365373866.15437,-860686.0,,,,8.138185036777854
5987,LDC,1982,,,,1.5319308967872445,-0.9714938408343272,,,,21767380880.923775,-623941.0,,,,17.465004898818002
5988,LIC,1982,,,,1.8233285416593645,-0.516002986267651,,,,17362090074.09196,-369588.0,,,,18.149718672988914
5989,LIE,1982,,,,-1.5901068797025175,-2.9040775807909966,,,,,243.0,,,,6.4
5990,LKA,1982,,,,4.141495702283038,2.523698227204747,,,,1831000000.0,-78992.0,,20.812249999,,6.142
5991,LMC,1982,,,,5.097573474724598,2.457370584584325,,,,125016546170.45418,-287056.0,,,,12.801595885589514
5992,LMY,1982,,,,2.875030196172659,0.7667846194239587,,,,372114373557.0367,-1186486.0,,,,10.503757423789777
5993,LSO,1982,,,,4.457203889570451,1.5869448228311995,,,,524000000.0,967.0,,1.08581583308333,,11.33
5994,LTE,1982,,,,2.276249436194334,0.7219686309371411,,,,187589221817.57986,-234537.0,,,,7.372834998646591
5995,LTU,1982,,,,,,,,,,11415.0,,,,10.1
5996,LUX,1982,,,,1.1313029397002907,1.0483007076179263,,,35.69989686051582,,288.0,,45.6905833323333,,11.3
5997,LVA,1982,,,,,,,,,,10219.0,,,,12.3
5998,MAC,1982,,,,,,,,,719000000.0,5737.0,,6.2258333325,,6.238
5999,MAF,1982,,,,,,,,,,1590.0,,,,3.881
6000,MAR,1982,,,,8.957372022642971,6.109124014165161,,,,4315000000.0,-32757.0,,6.023022499,,10.833
6001,MCO,1982,,,,2.4323894752108544,1.3587681587659262,,,,,506.0,,,,
6002,MDA,1982,,,,,,,,,,-5423.0,,,,10.783
6003,MDG,1982,,,,-1.9000000000129944,-4.6311831181449605,,,,417000000.0,-2102.0,,69.9471666641667,,16.159
6004,MDV,1982,,,,,,,,,43000000.0,-1308.0,,7.17366666566667,,11.566
6005,MEA,1982,,,,-3.5953878033702154,-6.872055397285791,,,,159006977879.85114,289418.0,,,,10.695271533214182
6006,MEX,1982,,,,-0.007583372419787793,-2.0214113831697063,,,21.955527762721637,17742000000.0,-489089.0,,0.05640169999925,,7.04
6007,MHL,1982,,,,4.83122837156553,0.7373246340662121,,,,,-43.0,,,,8.637
6008,MIC,1982,,,,2.9024770253310237,0.8114100350151858,,,,354395557725.6491,-816898.0,,,,9.972463543192838
6009,MKD,1982,,,,,,15.6,,,,-11719.0,,,,7.057
6010,MLI,1982,,,,-7.3784330460582055,-9.345890196645485,,,,332000000.0,-34232.0,,328.60625269899,,23.684
6011,MLT,1982,,,,2.284452305553188,0.11383673827384655,,,30.071967181107944,789000000.0,499.0,,0.412142499,,9.4
6012,MMR,1982,,,,5.968236588851639,4.039087215123089,,,,413000000.0,-79901.0,,7.7090637830332,,12.627
6013,MNA,1982,,,,12.95162282433347,9.21285099327416,,,,82235452779.12706,29273.0,,,,11.14925234104091
6014,MNE,1982,,,,,,,,,,-3591.0,,,,8.024
6015,MNG,1982,,,,8.342136115057812,5.753303163136408,,,,791000000.0,-1894.0,,,,13.153
6016,MNP,1982,,,,,,,,,,2297.0,,,,
6017,MOZ,1982,,,,-6.899999442226687,-8.947978911767933,,,,836000000.0,-34299.0,,0.03776975,,23.482
6018,MRT,1982,,,,-2.339924122420328,-5.189991717456692,,,,276000000.0,-2998.0,,5.17691666666667,,11.843
6019,MUS,1982,,,,5.497075927658955,4.215300289046127,,,25.947974413646058,464000000.0,-1826.0,,10.8725499995833,,6.6
6020,MWI,1982,,,,2.503453749807022,-1.492163420844605,,,,304000000.0,60243.0,,1.05550908241667,,20.861
6021,MYS,1982,,,,5.943152458010175,3.230576573973835,2.7,,,12418000000.0,-716.0,,2.33539166583333,,5.06
6022,NAC,1982,,,,-1.9266711087305737,-2.879552956466185,,,22.463139869172366,313363000000.00006,765647.0,,,,8.363059468019243
6023,NAM,1982,,,,-0.39809074411238043,-2.19356393924744,,,,1040000000.0,-889.0,,1.08581583308333,,11.023
6024,NCL,1982,,,,2.3999924884235355,0.25640994147985907,,,,367000000.0,-1170.0,,119.492607763333,,6.3
6025,NER,1982,,,,2.174460219733291,-0.9102241747170439,,,,466000000.0,-8959.0,,328.60625269899,,25.281
6026,NGA,1982,,,,-6.803388815348129,-9.468066790003533,,,,16061000000.0,73253.0,,0.673461261528524,,18.896
6027,NIC,1982,,,,-0.8163619187434961,-3.493341292828646,,,,776000000.0,-19393.0,,2.9474224137931e-09,,10.009
6028,NLD,1982,,,,-1.2407565927083795,-1.6925900898913824,,,49.461497220620274,63766000000.0,20102.0,,2.67020833241667,,8.2
6029,NOR,1982,,,,0.2353224318434144,-0.1321449094513838,1.54,,33.211154393124346,15477000000.0,5756.0,,6.45403333233333,,10.1
6030,NPL,1982,,,,3.779374653762062,1.3838903473572373,,,,395000000.0,-3898.0,,13.2438333324167,,16.481
6031,NRU,1982,,,,,,,,,,-231.0,,0.985862832333333,,8.867
6032,NZL,1982,,,,0.9296844145130478,-0.06806792341441792,,,37.26565796612213,5782000000.0,7831.0,,1.33260833233333,,8.03
6033,OED,1982,,,,0.14259376142669566,-0.7045849696269499,,,25.560661769611322,1338376596167.0002,450401.0,,,,8.685748984816392
6034,OMN,1982,,,,11.569837400981385,5.4265917227457265,,,,2868000000.0,15366.0,,0.345399999,,9.1
6035,OSS,1982,,,,,,,,,15106846867.851988,21440.0,,,,12.481824850061008
6036,PAK,1982,,,,6.537486799985473,2.2215613851841454,3.21,,,5465000000.0,552153.0,,11.8474666658333,,11.825
6037,PAN,1982,,,,5.348456438376644,2.9254769323212173,6.27,,,1570000000.0,-2554.0,,1.0,,5.652
6038,PER,1982,,,,-0.2227234441863004,-2.6230422143414387,,,16.43739019868157,2940000000.0,-14261.0,,6.97566749997667e-07,,10.397
6039,PHL,1982,,,,3.698406098511086,1.134998322918463,3.58,,,8272000000.0,-173001.0,,8.53999999941667,,8.151
6040,PLW,1982,,,,,,,,,,138.0,,,,
6041,PNG,1982,,,,0.35294428867939587,-1.7001993606215393,,,,1170000000.0,-25353.0,,0.738458332333333,,8.692
6042,POL,1982,,,,,,,,,10250000000.0,-20519.0,,0.00848241666664167,,9.3
6043,PRE,1982,,,,-1.0656830137941569,-3.4932265884228855,,,,58592290227.195496,-596997.0,,,,17.81759541402813
6044,PRI,1982,,,,-1.5566432078339716,-2.6049485825878946,23.33,,,,-10967.0,,,,6.5
6045,PRK,1982,,,,,,,,,1500000000.0,0.0,,,,6.065
6046,PRT,1982,,,,2.135375077592741,1.5128933966638556,,,29.07991424170268,9572000000.0,-12429.0,,79.4733333328333,,9.3
6047,PRY,1982,,,,-1.39761771803515,-4.077581706996469,5.41,,,672000000.0,-2726.0,,126.0,,8.113
6048,PSE,1982,,,,,,,,,,-9799.0,,,,
6049,PSS,1982,,,,-3.6267625814565463,-5.749860427226352,,,,889555356.3143606,-10153.0,,,,7.430289537171065
6050,PST,1982,,,,0.18822097880091349,-0.42057842700010895,,,25.46830912833066,1348255197946.7217,957284.0,,,,9.009626821398584
6051,PYF,1982,,,,1.6985895569612524,-1.4811137386972746,,,,520000000.0,1146.0,,119.492607763333,,4.636
6052,QAT,1982,,,,,,,,,1947000000.0,9580.0,,3.639999999,,2.963
6053,ROU,1982,,,,,,,,31.81330767115755,8320000000.0,-10995.0,,0.0015,,10.0
6054,RUS,1982,,,,,,,,,,102830.0,,,,10.7
6055,RWA,1982,,,,1.8108464472454955,-1.9881539038138243,,,,286000000.0,12606.0,,93.0599674389567,,16.063
6056,SAS,1982,,,,3.820517217640756,1.4301993523066159,,,11.963343409569653,26014000000.0,-272390.0,,,,13.198366590904351
6057,SAU,1982,,,,-20.729888310514866,-24.430734671276838,,,,40644000000.0,150272.0,,3.42817083241667,,7.348
6058,SDN,1982,,,,5.958666432572926,2.06062987045037,,,,1282000000.0,83392.0,,0.000952299999166667,,12.817
6059,SEN,1982,,,,8.010384371343875,5.199511224009882,,,,992000000.0,-27752.0,,328.60625269899,,15.939
6060,SGP,1982,,,,7.1021448489135395,2.5035126271782673,1.23,,16.176591762503975,28167000000.0,26756.0,,2.14002499916667,,4.9
6061,SLB,1982,,,,-1.669565560784406,-4.979204918552696,,,,71000000.0,375.0,,0.971104381540402,,7.58
6062,SLE,1982,,,,4.781755534654806,2.629236888725913,,,,298000000.0,-11379.0,,0.0012386504266874,,22.18
6063,SLV,1982,,,,-6.308471375847574,-7.341767926956436,,,,857000000.0,-27159.0,,2.5,,13.772
6064,SMR,1982,,,,,,,,,,113.0,,1352.50999999808,,
6065,SOM,1982,,,,4.072294578146,3.7773609584038184,,,,,6115.0,,10.750349999,,17.994
6066,SRB,1982,,,,,,,,,,-1274.0,,,,10.341
6067,SSA,1982,,,,-1.0892154882546379,-4.003426082788025,,,,61498527268.94532,159325.0,,,,17.13871224905179
6068,SSD,1982,,,,,,,,,,0.0,,,,24.553
6069,SSF,1982,,,,-1.089967988695605,-4.003791911941406,,,,61595420625.715576,158733.0,,,,17.137206809759476
6070,SST,1982,,,,,,,,,29959685115.64683,-49973.0,,,,10.869951142872175
6071,STP,1982,,,,,,0.48,,,15000000.0,-1206.0,,0.0409986020334229,,11.628
6072,SUR,1982,,,,-4.200000000063483,-4.562848010071519,,,,514000000.0,-6566.0,,0.001785,,8.991
6073,SVK,1982,,,,,,,,,,-7022.0,,,,10.0
6074,SVN,1982,,,,,,,,,,969.0,,,,10.3
6075,SWE,1982,,,,1.2486646792272467,1.1907753796491818,2.99,,37.10093161704237,27585000000.0,12496.0,,6.28260833233333,,10.9
6076,SWZ,1982,,,,1.1725678797536858,-1.7343699659336522,,,,526000000.0,-2887.0,,1.08581583308333,,10.081
6077,SXM,1982,,,,,,,,,,1201.0,,,,4.108
6078,SYC,1982,,,,-2.0710744182979255,-2.6457586259871277,,,,98000000.0,-592.0,,6.55254166566667,,7.5
6079,SYR,1982,,,,2.7890866482567276,-0.5301540241785005,,,,4028000000.0,-13552.0,,3.924999999,,8.709
6080,TCA,1982,,,,,,,,,,210.0,,,,6.875
6081,TCD,1982,,,,5.346608999369124,0.478949695996306,,,,109000000.0,217247.0,,328.60625269899,,21.378
6082,TEA,1982,,,,6.440335296842321,4.6449008409448,,,,70374479024.41675,-212099.0,,,,7.301322451770428
6083,TEC,1982,,,,,,,,,,-138160.0,,,,9.923504456409445
6084,TGO,1982,,,,-3.582402546284726,-6.691078791286785,,,,393000000.0,9163.0,,328.60625269899,,14.468
6085,THA,1982,,,,5.352348750667431,3.2032468313280873,2.33,,16.337578786202304,8548000000.0,114984.0,,23.0001160420577,,6.89
6086,TJK,1982,,,,,,,,,,-6731.0,,,,10.788
6087,TKM,1982,,,,,,,,,,-3861.0,,,,9.586
6088,TLA,1982,,,,-0.32479188415676674,-2.4553391679077947,,,,88738999999.99997,-827784.0,,,,8.203832070376762
6089,TLS,1982,,,,,,,,,,-159.0,,1.0,,31.347
6090,TMN,1982,,,,12.95162282433347,9.212850993274131,,,,80636999999.99997,39072.0,,,,11.14925234104091
6091,TON,1982,,,,4.741265409924793,4.6494164910047004,,,,42000000.0,-2712.0,,0.985902364638112,,6.729
6092,TSA,1982,,,,3.820517217640756,1.4301993523066159,,,11.963343409569653,26014000000.0,-272390.0,,,,13.198366590904353
6093,TSS,1982,,,,-1.089967988695605,-4.003791911941391,,,,61595420625.715576,158733.0,,,,17.137206809759473
6094,TTO,1982,,,,3.7993180714448442,2.5035533847673292,5.53,,,3697000000.0,-12529.0,,2.399999999,,6.921
6095,TUN,1982,,,,-0.4937376040222716,-2.9531743103189996,,,30.551161435350927,3420000000.0,-10563.0,,0.590687499,,7.33
6096,TUR,1982,,,,3.563227812183456,1.3812685005882628,8.95,,,8843000000.0,23725.0,,0.000162553416665667,,9.0
6097,TUV,1982,,,,,,,,,3000000.0,-74.0,,,,9.876
6098,TZA,1982,,,,,,,,,1166000000.0,-45146.0,,9.28259166583333,,15.145
6099,UGA,1982,,,,,,,,,377000000.0,-53573.0,,0.940466666661667,,20.639
6100,UKR,1982,,,,,,,,,,-51806.0,,,,11.3
6101,UMC,1982,,,,2.0992873273434753,0.4264589843151043,,,,227193034082.6722,-529842.0,,,,7.6525273522097805
6102,URY,1982,,,,-9.757871460885042,-10.154864104044677,9.1,,27.78540179164763,1110000000.0,-12126.0,,0.0138533333333333,,9.467
6103,USA,1982,,,,-1.8028874088510918,-2.734569730987218,9.9,,22.463139869172366,254884000000.0,701091.0,,1.0,,8.5
6104,UZB,1982,,,,,,,,,,-29711.0,,,,7.4
6105,VCT,1982,,,,4.4768491703859326,3.726162099154152,,,,65000000.0,-1876.0,,2.7,,6.437
6106,VEN,1982,,,,-2.071006070699042,-4.7107830458630815,8.86,,,12944000000.0,267.0,,0.0043,,5.079
6107,VGB,1982,,,,,,,,,,260.0,,,,6.682
6108,VIR,1982,,,,,,,,,,-626.0,,,,5.1
6109,VNM,1982,,,,,,,,,1472000000.0,-58798.0,,,,7.763
6110,VUT,1982,,,,1.9798831153341467,-0.3778474790428987,,,,60000000.0,-864.0,,96.2074999994167,,8.471
6111,WLD,1982,,,,0.30337867149118836,-1.478881227568408,,,,1862375733555.1897,0.0,,,,10.117203055254498
6112,WSM,1982,,,,,,,,,50000000.0,-4511.0,,1.20733249908333,,6.381
6113,XKX,1982,,,,,,,,,,-5052.0,,,,6.422
6114,YEM,1982,,,,,,,,,1521000000.0,-24008.0,,,,16.108
6115,ZAF,1982,,,,-0.3834191083754348,-2.919738380878769,,,20.74381405720657,18407000000.0,37693.0,,1.08581583308333,,9.298
6116,ZMB,1982,,,,-2.8127826286889075,-5.897735264758026,,,,1201000000.0,-5851.0,,0.00092875,,13.614
6117,ZWE,1982,,,,2.6342971467197884,-1.276097515448754,10.8,,,1639000000.0,30135.0,,0.000759945603885814,,9.776
6118,ABW,1983,,,,,,,,,,-399.0,,,,6.253
6119,AFE,1983,,,,0.17331377518672753,-2.7564409602623243,,,,30564799574.93611,81379.0,,,,17.62138359862557
6120,AFG,1983,,,,,,,,,1064000000.0,-192869.0,,39.276429270146,,25.107
6121,AFW,1983,,,,-6.562956102944057,-9.037261812203838,,,,22066999999.99999,-682765.0,,,,18.230465173958063
6122,AGO,1983,,,,4.200001428537448,0.4982965594732889,,,,983000000.0,61000.0,,2.9918e-08,,21.979
6123,ALB,1983,,,,1.104938261950437,-1.016802172285523,,,,,-19231.0,,,,5.838
6124,AND,1983,,,,1.770118316831244,-2.8461855264876164,,,,,1386.0,,,,
6125,ARB,1983,,,,-6.207957577027258,-9.135874461949612,,,,123602343434.01367,270068.0,,,,10.83489687596249
6126,ARE,1983,,,,-4.745820699965805,-10.111763339328348,,,,8294000000.0,38014.0,,3.670999999,,3.348
6127,ARG,1983,,,,4.349093279267564,2.7351300377588075,3.86,,,4504000000.0,29062.0,,1.05299574995841e-06,,8.601
6128,ARM,1983,,,,,,,,,,-23399.0,,,,7.705
6129,ASM,1983,,,,,,,,,227000000.0,343.0,,,,
6130,ATG,1983,,,,5.364016269393602,5.078891653449318,,,,109000000.0,-759.0,,2.7,,6.77
6131,AUS,1983,,,,-2.224541876674621,-3.553486394574989,9.72,,25.575207222427537,21458000000.0,64184.0,,1.11001499916667,,7.3
6132,AUT,1983,,,,2.9730880303121268,3.139628079930617,3.49,,35.41600128581749,19423000000.0,-1899.0,,17.9633333325,,12.3
6133,AZE,1983,,,,,,,,,,-28598.0,,,,6.6
6134,BDI,1983,,,,3.715326991391123,0.989196177471598,,,,182000000.0,-41786.0,,92.9483333331667,,17.82
6135,BEL,1983,,,,0.31184270258519575,0.3198122640934571,8.08,,,,3037.0,,51.1316666658333,,11.6
6136,BEN,1983,,,,-4.347822735166744,-7.0338402014320565,,,,318000000.0,-2101.0,,381.066036024628,,17.79
6137,BFA,1983,,,,0.34598474020850745,-2.4436347654499997,,,,291000000.0,-11651.0,,381.066036024628,,18.607
6138,BGD,1983,,,,3.8810463998170803,1.0398448121431159,,,,2165000000.0,-52640.0,,24.6154249995,,14.571
6139,BGR,1983,,,,3.4303059138709244,3.172520881908355,,,,12290000000.0,-31183.0,,,,11.4
6140,BHR,1983,,,,6.376376799643964,2.761484803954801,,,29.65679293648533,3262000000.0,3811.0,,0.375999999,,3.532
6141,BHS,1983,,,,3.597051867941076,1.666424520229242,,,,4616000000.0,245.0,,1.0,,5.916
6142,BIH,1983,,,,,,,,,,-9595.0,,,,7.076
6143,BLR,1983,,,,,,,,,,-2192.0,,,,9.9
6144,BLZ,1983,,,,-2.1431799710687045,-4.428238586958358,,,,112000000.0,-1579.0,,2.0,,6.796
6145,BMU,1983,,,,2.008928571814806,1.131648138361527,,,,378000000.0,-62.0,,1.0,,
6146,BOL,1983,,,,-4.042121399918557,-6.072428328704802,,,,577000000.0,-15432.0,,0.00023163,,14.508
6147,BRA,1983,,,,-2.929999999999964,-5.088346394113714,4.62,,,16801000000.0,-17884.0,,2.49718172221135e-10,,8.153
6148,BRB,1983,,,,0.5012531328320904,0.1631210049841485,7.21,,,616000000.0,-1563.0,,2.0,,8.539
6149,BRN,1983,,,,0.5014659658578751,-2.836750062739725,1.97,,,724000000.0,1605.0,,2.113049999,,4.319
6150,BTN,1983,,,,10.43101594250382,7.081517523493105,,,14.476721432852221,72000000.0,1898.0,,10.0988982440461,,14.976
6151,BWA,1983,,,,13.14672905045849,9.124415031700721,,,,735000000.0,2387.0,,1.0969258325,,7.904
6152,CAF,1983,,,,-8.126513592745681,-9.13770862192331,,,,77000000.0,-44785.0,,381.066036024628,,16.349
6153,CAN,1983,,,,2.601339427856942,1.5921340960072001,12.34,,,64789000000.0,33942.0,,1.23241182741667,,7.0
6154,CEB,1983,,,,,,,,,,-33056.0,,,,10.949299388130902
6155,CHE,1983,,,,0.6390795595941228,0.20847519314828844,0.8,,17.147144810677876,29192000000.0,5457.0,,2.09914166575,,9.5
6156,CHI,1983,,,,,,,,,,1203.0,,,,11.6365247820539
6157,CHL,1983,,,,-5.0174205254242565,-6.358547872094206,14.63,,29.06825167588938,3085000000.0,-30484.0,,78.7883333333333,,6.044
6158,CHN,1983,,,,10.77020250657145,9.18113704957753,,,,21390000000.0,-43762.0,,1.97567499916667,,6.9
6159,CIV,1983,,,,-3.900240441381044,-7.357525072380582,,,,1839000000.0,-2485.0,,381.066036024628,,14.359
6160,CMR,1983,,,,6.866830565475922,4.626884277489012,,,,1224000000.0,-37377.0,,381.066036024628,,14.935
6161,COD,1983,,,,1.4117036882630174,-1.3362589419921846,,,,1213000000.0,2092.0,,4.2955e-11,,18.455
6162,COG,1983,,,,5.85396283993704,3.672890194774169,,,,648000000.0,-19074.0,,381.066036024628,,10.854
6163,COL,1983,,,,1.57395603843689,-0.7338523636594658,9.1,,,4963000000.0,-29939.0,,78.8575,,5.897
6164,COM,1983,,,,4.821401883126583,2.147718399786399,,,,34000000.0,-1270.0,,381.062806893197,,15.607
6165,CPV,1983,,,,9.520749752574375,7.98136857461931,,,,87000000.0,-5839.0,,71.6858333325,,10.194
6166,CRI,1983,,,,2.862992702394635,0.048679873272902796,,,20.97220718561022,988000000.0,3769.0,,41.0941666656667,,3.927
6167,CSS,1983,,,,-2.4037089136155174,-3.448315188883228,,,,10599000000.00001,-63061.0,,,,7.636284248889318
6168,CUB,1983,,,,5.411470723834697,4.612094932798641,,,,7211000000.0,-19994.0,,,,6.379
6169,CUW,1983,,,,,,,,,,-2381.0,,,,6.506
6170,CYM,1983,,,,,,,,,,531.0,,0.83333,,
6171,CYP,1983,,,,5.582181701959229,4.715041188944184,2.9,,30.542798677383814,1219000000.0,3604.0,,0.526640771160504,,9.121
6172,CZE,1983,,,,,,,,,,-2598.0,,,,13.0
6173,DEU,1983,,,,1.572410169521163,1.8390341836932294,5.75,,25.992774726555574,152877000000.0,85198.0,,2.55325833241667,,12.0
6174,DJI,1983,,,,,,,,,221000000.0,2441.0,,177.721,,13.225
6175,DMA,1983,,,,2.556318036550678,3.0629336745012097,,,,45000000.0,-1657.0,,2.7,,6.613
6176,DNK,1983,,,,2.5960719192376587,2.6665449482096335,9.16,,39.65946177308685,16266000000.0,2606.0,,9.14499166575,,11.2
6177,DOM,1983,,,,4.627946348454273,2.3772724483565497,,,11.36802377285643,1699000000.0,-21584.0,,0.999999999,,7.808
6178,DZA,1983,,,,5.400003024509445,1.9243238221900754,,,,10399000000.0,49152.0,,4.788799999,,9.727
6179,EAP,1983,,,,7.739047165228882,5.948659189430728,,,,75853531090.75471,-55197.0,,,,7.455949786676294
6180,EAR,1983,,,,0.24353975627889213,-2.225979983875064,,,,225987520881.28775,-173449.0,,,,11.740597365866616
6181,EAS,1983,,,,4.427562692633245,2.7757827817835192,,,,330804171785.51196,111241.0,,,,7.29514881377916
6182,ECA,1983,,,,,,,,,,60517.0,,,,10.14902014306
6183,ECS,1983,,,,1.9731859191590502,1.3862942052823541,,,32.46620701741402,827865509054.5941,225521.0,,,,10.388845850926403
6184,ECU,1983,,,,-0.33686877098632806,-2.866622060623058,,,,1487000000.0,-2882.0,,44.1150083323333,,7.614
6185,EGY,1983,,,,5.094406840439476,2.2868877951347457,5.65,,37.80451127819549,10275000000.0,-3126.0,,0.700000700490701,,11.427
6186,EMU,1983,,,,1.3901479648998247,1.1852713189353494,,,33.25438232554463,551595620994.3955,168467.0,,,,10.267630213811326
6187,ERI,1983,,,,,,,,,,1854.0,,2.07182506752915,,18.427
6188,ESP,1983,,,,1.7701157399855987,1.2755146078256274,16.18,,26.92768944851267,29193000000.0,-21369.0,,143.429916666333,,7.9
6189,EST,1983,,,,,,,,,,5097.0,,,,12.1
6190,ETH,1983,,,,8.235005719136865,5.342542307521285,,,,875000000.0,68018.0,,2.069999999,,28.374
6191,EUU,1983,,,,1.4488403404177035,1.1825286023833428,,,33.64324299081245,644025523903.7799,131696.0,,,,10.444598465444086
6192,FCS,1983,,,,-4.755921869084503,-6.897122214484952,,,,69785412399.9846,-921715.0,,,,16.76575605226535
6193,FIN,1983,,,,3.1165815141662705,2.503843384794095,5.54,,28.083213537615386,12826000000.0,6778.0,,5.5700833326523,,9.3
6194,FJI,1983,,,,-3.9601230102399683,-6.2622785897105615,,,,484000000.0,-1398.0,,1.01702033233333,,6.929
6195,FRA,1983,,,,1.2408648621155862,0.7010537089424957,6.09,,40.66950717493329,105907000000.0,54930.0,,7.62129166575,,10.0
6196,FRO,1983,,,,,,,,,238000000.0,129.0,,9.14499166575,,8.1
6197,FSM,1983,,,,,,,,,,-291.0,,1.0,,6.798
6198,GAB,1983,,,,5.608240679253029,2.807161054185812,,,,685000000.0,995.0,,381.066036024628,,13.151
6199,GBR,1983,,,,4.221856332273859,4.186321306695646,11.99,,36.88161956154934,100080000000.0,-10463.0,,0.659724582333333,,11.7
6200,GEO,1983,,,,4.3018868446915945,3.3892538693982175,,,,,-10052.0,,,,9.903
6201,GHA,1983,,,,-4.563737504589454,-7.497615894784047,,,,1248000000.0,15279.0,,0.000882522770144633,,14.396
6202,GIB,1983,,,,,,,,,,-397.0,,0.659724582333333,,7.301
6203,GIN,1983,,,,,,,,,267000000.0,-15287.0,,23.095183975,,21.463
6204,GMB,1983,,,,10.883227767559191,7.079488567766788,,,,115000000.0,6718.0,,2.63857461911583,,19.489
6205,GNB,1983,,,,-3.3982874292349976,-4.922399208802503,,,,55000000.0,-8730.0,,381.066036024628,,22.796
6206,GNQ,1983,,,,5.004387195826681,-1.5448227211249161,28.05,,,19000000.0,12767.0,,381.066036024628,,17.493
6207,GRC,1983,,,,-1.0786226687986584,-1.6524024560185921,5.8,,27.37901125040053,9500000000.0,62989.0,,88.0642499995,,9.2
6208,GRD,1983,,,,3.6325748762523915,1.898275391427191,,,,57000000.0,-193.0,,2.7,,9.757
6209,GRL,1983,,,,3.4572166679382548,2.265770794603057,,,,265000000.0,32.0,,9.14499166575,,8.3
6210,GTM,1983,,,,-2.5720914443391365,-5.18224187797675,,,,1126000000.0,-37255.0,,0.999999999,,10.481
6211,GUM,1983,,,,,,9.34,,,,-9.0,,,,4.48
6212,GUY,1983,,,,-6.792386689346003,-6.6406674007994155,,,,231000000.0,-19772.0,,2.999999999,,8.528
6213,HIC,1983,,,,2.812815554586521,2.101692576838829,,,25.83520185483465,1455302396274.9436,1354184.0,,,,8.897705382150246
6214,HKG,1983,,,,5.977031480685426,4.378979295068078,2.11,,,24409000000.0,26102.0,,7.26516666658333,,5.0
6215,HND,1983,,,,0.9056938838939885,-2.0727889788888945,,,,803000000.0,-12647.0,,2.0,,8.813
6216,HPC,1983,,,,0.6081056614441138,-2.06108682105193,,,,20718290447.790592,-483862.0,,,,19.142625399726338
6217,HRV,1983,,,,,,,,,,15293.0,,,,11.8
6218,HTI,1983,,,,0.9081814612697912,-1.1116683063397659,11.2,,,441000000.0,-23969.0,,4.999999999,,15.732
6219,HUN,1983,,,,,,,,,8555000000.0,-17700.0,,42.671149999,,13.9
