AÑO,TRIMESTRE,PROVINCIA,TOTAL
2020,1,CIUDAD AUTONOMA DE BS AS,16787
2020,1,BUENOS AIRES,8577
2020,1,SANTA FE,2066
2020,1,CORDOBA,1548
2020,1,MENDOZA,1032
2020,1,NEUQUEN,903
2020,1,CORRIENTES,576
2020,1,CHUBUT,551
2020,1,SALTA,521
2020,1,TIERRA DEL FUEGO,515
2020,1,MISIONES,450
2020,1,RIO NEGRO,275
2020,1,ENTRE RIOS,248
2020,1,JUJUY,228
2020,1,SAN LUIS,203
2020,1,SAN JUAN,191
2020,1,LA RIOJA,149
2020,1,TUCUMAN,148
2020,1,SANTA CRUZ,87
2020,1,LA PAMPA,67
2020,1,FORMOSA,58
