AÑO,TRIMESTRE,PROVINCIA,TOTAL
2019,3,CIUDAD AUTONOMA DE BS AS,24472
2019,3,BUENOS AIRES,10029
2019,3,CORDOBA,1558
2019,3,MENDOZA,1142
2019,3,NEUQUEN,1039
2019,3,SANTA FE,894
2019,3,SALTA,556
2019,3,MISIONES,511
2019,3,CHUBUT,441
2019,3,CORRIENTES,437
2019,3,ENTRE RIOS,391
2019,3,JUJUY,365
2019,3,TUCUMAN,296
2019,3,RIO NEGRO,271
2019,3,SAN JUAN,216
2019,3,TIERRA DEL FUEGO,190
2019,3,LA RIOJA,172
2019,3,FORMOSA,163
2019,3,LA PAMPA,152
2019,3,SANTA CRUZ,114
2019,3,SAN LUIS,111
