AÑO,TRIMESTRE,PROVINCIA,TOTAL
2018,1,CIUDAD AUTONOMA DE BS AS,31899
2018,1,BUENOS AIRES,7282
2018,1,CORDOBA,1726
2018,1,MENDOZA,1327
2018,1,SANTA FE,1225
2018,1,NEUQUEN,934
2018,1,MISIONES,685
2018,1,CHUBUT,627
2018,1,SALTA,567
2018,1,RIO NEGRO,469
2018,1,TIERRA DEL FUEGO,443
2018,1,JUJUY,375
2018,1,CORRIENTES,367
2018,1,ENTRE RIOS,335
2018,1,LA RIOJA,239
2018,1,TUCUMAN,219
2018,1,SAN JUAN,194
2018,1,FORMOSA,162
2018,1,SANTA CRUZ,147
2018,1,LA PAMPA,112
2018,1,SAN LUIS,108
