AÑO,TRIMESTRE,PROVINCIA,TOTAL
2017,4,CIUDAD AUTONOMA DE BS AS,36838
2017,4,BUENOS AIRES,12217
2017,4,CORDOBA,2046
2017,4,MENDOZA,1520
2017,4,SANTA FE,1133
2017,4,MISIONES,851
2017,4,SALTA,768
2017,4,CHUBUT,697
2017,4,CORRIENTES,654
2017,4,NEUQUEN,635
2017,4,JUJUY,613
2017,4,TIERRA DEL FUEGO,590
2017,4,ENTRE RIOS,499
2017,4,RIO NEGRO,341
2017,4,LA RIOJA,330
2017,4,SAN JUAN,292
2017,4,TUCUMAN,275
2017,4,FORMOSA,250
2017,4,SANTA CRUZ,157
2017,4,SAN LUIS,149
2017,4,LA PAMPA,106
