AÑO,TRIMESTRE,PROVINCIA,TOTAL
2018,4,BUENOS AIRES,14334
2018,4,CORDOBA,3222
2018,4,SANTA FE,2174
2018,4,NEUQUEN,1331
2018,4,MENDOZA,1113
2018,4,SALTA,920
2018,4,CHUBUT,747
2018,4,TIERRA DEL FUEGO,510
2018,4,MISIONES,505
2018,4,CORRIENTES,455
2018,4,JUJUY,370
2018,4,TUCUMAN,370
2018,4,RIO NEGRO,341
2018,4,SAN LUIS,331
2018,4,FORMOSA,294
2018,4,ENTRE RIOS,278
2018,4,LA RIOJA,275
2018,4,LA PAMPA,224
2018,4,SAN JUAN,222
2018,4,SANTA CRUZ,127
