AÑO,TRIMESTRE,PROVINCIA,TOTAL
2019,4,CIUDAD AUTONOMA DE BS AS,23034
2019,4,BUENOS AIRES,9863
2019,4,CORDOBA,2573
2019,4,NEUQUEN,1017
2019,4,SANTA FE,1015
2019,4,MENDOZA,857
2019,4,TIERRA DEL FUEGO,726
2019,4,SALTA,652
2019,4,ENTRE RIOS,615
2019,4,CHUBUT,539
2019,4,MISIONES,480
2019,4,CORRIENTES,437
2019,4,RIO NEGRO,292
2019,4,JUJUY,273
2019,4,LA RIOJA,213
2019,4,SAN JUAN,210
2019,4,SAN LUIS,205
2019,4,TUCUMAN,201
2019,4,SANTA CRUZ,159
2019,4,FORMOSA,126
2019,4,LA PAMPA,49
