AÑO,TRIMESTRE,PROVINCIA,TOTAL
2018,2,CIUDAD AUTONOMA DE BS AS,35942
2018,2,BUENOS AIRES,13822
2018,2,CORDOBA,2713
2018,2,MENDOZA,1306
2018,2,SANTA FE,1290
2018,2,SALTA,1243
2018,2,CHUBUT,832
2018,2,MISIONES,640
2018,2,NEUQUEN,552
2018,2,RIO NEGRO,525
2018,2,TUCUMAN,492
2018,2,CORRIENTES,453
2018,2,LA RIOJA,404
2018,2,ENTRE RIOS,369
2018,2,FORMOSA,320
2018,2,SAN JUAN,279
2018,2,JUJUY,279
2018,2,LA PAMPA,257
2018,2,TIERRA DEL FUEGO,195
2018,2,SANTA CRUZ,188
2018,2,SAN LUIS,147
