AÑO,TRIMESTRE,PROVINCIA,TOTAL
2019,2,CIUDAD AUTONOMA DE BS AS,24472
2019,2,BUENOS AIRES,10029
2019,2,CORDOBA,1558
2019,2,MENDOZA,1142
2019,2,NEUQUEN,1039
2019,2,SANTA FE,894
2019,2,SALTA,556
2019,2,MISIONES,511
2019,2,CHUBUT,441
2019,2,CORRIENTES,437
2019,2,ENTRE RIOS,391
2019,2,JUJUY,365
2019,2,TUCUMAN,296
2019,2,RIO NEGRO,271
2019,2,SAN JUAN,216
2019,2,TIERRA DEL FUEGO,190
2019,2,LA RIOJA,172
2019,2,FORMOSA,163
2019,2,LA PAMPA,152
2019,2,SANTA CRUZ,114
2019,2,SAN LUIS,111
