AÑO,TRIMESTRE,PROVINCIA,TOTAL
2018,3,CIUDAD AUTONOMA DE BS AS,37544
2018,3,BUENOS AIRES,13039
2018,3,CORDOBA,2472
2018,3,SANTA FE,2081
2018,3,MENDOZA,1208
2018,3,NEUQUEN,918
2018,3,MISIONES,747
2018,3,CHUBUT,693
2018,3,TUCUMAN,593
2018,3,CORRIENTES,470
2018,3,RIO NEGRO,460
2018,3,SALTA,433
2018,3,LA RIOJA,415
2018,3,TIERRA DEL FUEGO,328
2018,3,SAN JUAN,315
2018,3,ENTRE RIOS,315
2018,3,FORMOSA,281
2018,3,JUJUY,272
2018,3,LA PAMPA,214
2018,3,SANTA CRUZ,178
2018,3,SAN LUIS,133
